Location,Property_Type,Bedrooms,Bathrooms,House_Size_sqm,Lot_Size_sqm,Year_Built,Furnishing,Water_Supply,Power_Supply,Annual_Rent_NGN
Agbowo,Mini Flat,1,2,49,382,2023,Unfurnished,Well,Poor,580000
Challenge,Room,1,1,26,376,1994,Unfurnished,Borehole,Stable,174000
Agbowo,Self Contained,1,1,29,626,1994,Semi-Furnished,Public,Poor,426000
Mokola,Room,1,1,21,386,2006,Semi-Furnished,Public,Stable,176000
Agbowo,3 Bedroom Flat,3,3,116,538,2008,Unfurnished,Borehole,Moderate,1062000
Oluyole,Mini Flat,1,2,57,740,2015,Fully Furnished,Well,Moderate,859000
Ajibode,3 Bedroom Flat,3,3,113,604,1991,Unfurnished,Borehole,Moderate,1053000
Akobo,Mini Flat,1,2,51,420,2003,Semi-Furnished,Borehole,Poor,765000
Bodija,2 Bedroom Flat,2,2,77,803,2017,Unfurnished,Public,Moderate,1199000
Akobo,Room,1,1,23,648,1993,Fully Furnished,Borehole,Stable,335000
Ajibode,2 Bedroom Flat,2,2,98,733,1992,Semi-Furnished,Well,Poor,1010000
Oluyole,Self Contained,1,1,26,200,2004,Unfurnished,Borehole,Stable,364000
Mokola,2 Bedroom Flat,2,2,95,609,2011,Semi-Furnished,Borehole,Poor,806000
Ajibode,Mini Flat,1,2,52,701,2008,Semi-Furnished,Well,Poor,491000
Ajibode,Self Contained,1,1,35,856,2023,Semi-Furnished,Borehole,Moderate,308000
Ajibode,Room,1,1,24,286,1999,Fully Furnished,Borehole,Stable,252000
Akobo,Mini Flat,1,2,53,767,2023,Semi-Furnished,Public,Moderate,982000
Akobo,Mini Flat,1,2,54,845,2005,Unfurnished,Borehole,Stable,716000
Bodija,Mini Flat,1,2,61,200,2011,Semi-Furnished,Borehole,Poor,973000
Agbowo,Room,1,1,24,636,2021,Semi-Furnished,Well,Poor,270000
Agbowo,Room,1,1,18,661,2006,Fully Furnished,Well,Stable,323000
Akobo,Self Contained,1,1,36,491,1998,Unfurnished,Well,Moderate,490000
Bodija,2 Bedroom Flat,2,2,72,461,2022,Fully Furnished,Borehole,Moderate,1235000
Ologuneru,Room,1,1,22,670,2022,Semi-Furnished,Borehole,Poor,166000
Ajibode,2 Bedroom Flat,2,2,76,439,1991,Unfurnished,Borehole,Stable,749000
Oluyole,3 Bedroom Flat,3,3,149,510,2003,Semi-Furnished,Borehole,Moderate,1150000
Agbowo,Room,1,1,18,696,2022,Unfurnished,Well,Stable,217000
Agbowo,Mini Flat,1,2,64,865,1990,Semi-Furnished,Borehole,Moderate,521000
Oluyole,Self Contained,1,1,29,646,2011,Unfurnished,Well,Poor,411000
Oluyole,Room,1,1,25,574,2019,Unfurnished,Borehole,Poor,226000
Ologuneru,Room,1,1,20,457,2016,Fully Furnished,Well,Poor,234000
Ajibode,Self Contained,1,1,36,368,2022,Semi-Furnished,Well,Stable,354000
Ajibode,Room,1,1,25,749,2005,Semi-Furnished,Well,Poor,216000
Oluyole,Mini Flat,1,2,59,522,1999,Unfurnished,Borehole,Moderate,726000
Akobo,Self Contained,1,1,31,757,2016,Unfurnished,Well,Stable,420000
Agbowo,Self Contained,1,1,25,490,1991,Semi-Furnished,Well,Stable,354000
Ajibode,2 Bedroom Flat,2,2,74,433,2019,Semi-Furnished,Borehole,Poor,1031000
Ajibode,3 Bedroom Flat,3,3,137,625,2008,Unfurnished,Public,Moderate,923000
Ring Road,Self Contained,1,1,31,536,2008,Unfurnished,Borehole,Moderate,312000
Ajibode,Room,1,1,21,333,2000,Unfurnished,Public,Stable,215000
Agbowo,Mini Flat,1,2,49,877,2021,Unfurnished,Well,Stable,552000
Agbowo,Self Contained,1,1,30,437,2005,Fully Furnished,Well,Poor,482000
Agbowo,2 Bedroom Flat,2,2,80,716,2006,Semi-Furnished,Well,Poor,933000
Ajibode,Room,1,1,29,701,2018,Unfurnished,Borehole,Moderate,173000
Bodija,Room,1,1,19,323,2009,Fully Furnished,Borehole,Poor,356000
Ajibode,Room,1,1,28,369,2013,Unfurnished,Borehole,Stable,158000
Challenge,Room,1,1,24,495,1993,Fully Furnished,Well,Moderate,232000
Agbowo,Room,1,1,24,394,1994,Fully Furnished,Borehole,Poor,317000
Bodija,2 Bedroom Flat,2,2,98,860,2008,Unfurnished,Public,Moderate,842000
Ring Road,Mini Flat,1,2,46,513,2013,Unfurnished,Well,Moderate,506000
Akobo,Self Contained,1,1,32,710,1990,Unfurnished,Borehole,Moderate,381000
Bodija,3 Bedroom Flat,3,3,134,642,1991,Semi-Furnished,Borehole,Stable,1741000
Agbowo,Mini Flat,1,2,45,597,1999,Unfurnished,Well,Poor,595000
Agbowo,Mini Flat,1,2,57,557,1995,Fully Furnished,Borehole,Stable,723000
Oluyole,Room,1,1,26,772,2009,Fully Furnished,Borehole,Moderate,282000
Ologuneru,Room,1,1,28,401,2008,Semi-Furnished,Borehole,Moderate,196000
Oluyole,Mini Flat,1,2,61,860,2018,Semi-Furnished,Borehole,Poor,757000
Bodija,2 Bedroom Flat,2,2,96,318,2013,Unfurnished,Borehole,Stable,1091000
Oluyole,Room,1,1,28,690,1998,Unfurnished,Well,Poor,197000
Bodija,Self Contained,1,1,28,297,2021,Semi-Furnished,Borehole,Moderate,516000
Ajibode,Room,1,1,25,493,1994,Unfurnished,Borehole,Moderate,219000
Akobo,Room,1,1,24,566,2010,Semi-Furnished,Well,Stable,278000
Apata,Self Contained,1,1,36,462,2006,Unfurnished,Well,Stable,245000
Ajibode,2 Bedroom Flat,2,2,75,517,2013,Fully Furnished,Well,Stable,1244000
Oluyole,3 Bedroom Flat,3,3,136,300,2016,Semi-Furnished,Public,Moderate,1553000
Ajibode,Self Contained,1,1,39,372,2007,Unfurnished,Well,Moderate,274000
Bodija,Room,1,1,23,639,2011,Unfurnished,Well,Moderate,261000
Ajibode,Room,1,1,29,555,1995,Fully Furnished,Borehole,Moderate,248000
Bodija,Mini Flat,1,2,50,425,2017,Unfurnished,Borehole,Poor,789000
Challenge,3 Bedroom Flat,3,3,115,788,2009,Semi-Furnished,Well,Poor,1134000
Agbowo,Room,1,1,26,330,2005,Fully Furnished,Borehole,Stable,291000
Oluyole,2 Bedroom Flat,2,2,86,484,2008,Unfurnished,Borehole,Moderate,835000
Challenge,2 Bedroom Flat,2,2,89,458,1997,Unfurnished,Well,Poor,688000
Apata,Room,1,1,18,660,2007,Semi-Furnished,Borehole,Stable,156000
Agbowo,2 Bedroom Flat,2,2,92,558,2020,Fully Furnished,Borehole,Poor,970000
Agbowo,Self Contained,1,1,31,530,1991,Unfurnished,Borehole,Stable,328000
Ajibode,2 Bedroom Flat,2,2,81,218,2021,Fully Furnished,Borehole,Moderate,828000
Ologuneru,Mini Flat,1,2,49,705,2004,Unfurnished,Borehole,Moderate,392000
Apata,Mini Flat,1,2,47,510,2000,Semi-Furnished,Well,Poor,501000
Bodija,2 Bedroom Flat,2,2,71,570,1994,Unfurnished,Well,Poor,1278000
Mokola,Mini Flat,1,2,46,415,2018,Unfurnished,Borehole,Moderate,565000
Bodija,Self Contained,1,1,30,386,2009,Fully Furnished,Public,Stable,599000
Akobo,Self Contained,1,1,28,819,2009,Unfurnished,Well,Moderate,391000
Ajibode,3 Bedroom Flat,3,3,143,230,2007,Unfurnished,Public,Moderate,1056000
Challenge,Room,1,1,27,360,2001,Semi-Furnished,Borehole,Stable,199000
Ajibode,Self Contained,1,1,38,816,2006,Unfurnished,Borehole,Stable,267000
Mokola,Room,1,1,26,665,1993,Semi-Furnished,Borehole,Stable,229000
Challenge,Self Contained,1,1,36,491,2008,Unfurnished,Borehole,Moderate,258000
Oluyole,Self Contained,1,1,39,774,2012,Semi-Furnished,Well,Moderate,381000
Ajibode,Room,1,1,28,630,2016,Fully Furnished,Well,Stable,244000
Agbowo,Self Contained,1,1,36,591,2003,Semi-Furnished,Well,Moderate,297000
Agbowo,Mini Flat,1,2,59,590,1993,Semi-Furnished,Well,Moderate,597000
Agbowo,Self Contained,1,1,37,633,1993,Unfurnished,Borehole,Moderate,309000
Ajibode,Mini Flat,1,2,54,641,2013,Unfurnished,Borehole,Poor,549000
Apata,Self Contained,1,1,33,945,2012,Semi-Furnished,Borehole,Moderate,329000
Bodija,Self Contained,1,1,26,514,2000,Unfurnished,Borehole,Stable,412000
Agbowo,Mini Flat,1,2,56,520,2022,Unfurnished,Borehole,Stable,587000
Agbowo,Self Contained,1,1,27,327,1994,Unfurnished,Borehole,Poor,282000
Bodija,Self Contained,1,1,37,540,2016,Semi-Furnished,Well,Moderate,516000
Akobo,Room,1,1,20,885,2016,Unfurnished,Well,Moderate,267000
Bodija,Duplex,4,4,229,727,2020,Unfurnished,Well,Moderate,2986000
Ring Road,Room,1,1,20,452,2001,Semi-Furnished,Well,Moderate,258000
Bodija,Self Contained,1,1,34,555,1995,Semi-Furnished,Borehole,Moderate,535000
Ologuneru,Self Contained,1,1,28,316,2001,Unfurnished,Borehole,Moderate,270000
Mokola,3 Bedroom Flat,3,3,132,375,2003,Semi-Furnished,Borehole,Stable,940000
Ajibode,Room,1,1,23,576,2011,Semi-Furnished,Well,Moderate,258000
Apata,Room,1,1,22,460,2000,Unfurnished,Public,Poor,164000
Ajibode,Mini Flat,1,2,47,361,2002,Unfurnished,Borehole,Moderate,509000
Mokola,3 Bedroom Flat,3,3,111,638,1995,Unfurnished,Well,Poor,1071000
Agbowo,Self Contained,1,1,38,535,2009,Unfurnished,Well,Stable,286000
Ring Road,Duplex,4,4,223,267,1991,Unfurnished,Well,Poor,1688000
Mokola,Self Contained,1,1,31,200,2000,Fully Furnished,Borehole,Moderate,346000
Challenge,2 Bedroom Flat,2,2,99,447,1997,Semi-Furnished,Well,Moderate,651000
Challenge,Room,1,1,22,264,2019,Fully Furnished,Borehole,Poor,265000
Agbowo,Mini Flat,1,2,59,213,2016,Unfurnished,Borehole,Moderate,542000
Ajibode,2 Bedroom Flat,2,2,88,753,1993,Unfurnished,Borehole,Stable,716000
Agbowo,Room,1,1,25,532,1996,Fully Furnished,Borehole,Stable,254000
Ajibode,2 Bedroom Flat,2,2,70,502,2013,Unfurnished,Borehole,Stable,778000
Oluyole,Self Contained,1,1,28,516,2021,Unfurnished,Well,Moderate,335000
Agbowo,Self Contained,1,1,34,345,2008,Semi-Furnished,Borehole,Stable,348000
Ologuneru,Room,1,1,24,623,1992,Semi-Furnished,Borehole,Moderate,146000
Akobo,Mini Flat,1,2,48,526,2007,Semi-Furnished,Well,Stable,650000
Mokola,Self Contained,1,1,39,413,2011,Unfurnished,Public,Moderate,307000
Ajibode,Self Contained,1,1,39,440,2022,Unfurnished,Well,Moderate,350000
Mokola,Room,1,1,18,329,2023,Unfurnished,Borehole,Moderate,153000
Apata,Room,1,1,24,476,2012,Unfurnished,Borehole,Stable,187000
Bodija,Room,1,1,29,506,2018,Unfurnished,Borehole,Stable,315000
Akobo,Mini Flat,1,2,52,472,1991,Unfurnished,Borehole,Moderate,684000
Challenge,Room,1,1,28,559,2003,Unfurnished,Well,Poor,148000
Ajibode,Room,1,1,19,535,1997,Semi-Furnished,Borehole,Moderate,298000
Bodija,Self Contained,1,1,34,591,1990,Fully Furnished,Borehole,Stable,548000
Agbowo,Room,1,1,21,719,2017,Unfurnished,Borehole,Moderate,165000
Ajibode,Self Contained,1,1,37,656,1992,Semi-Furnished,Borehole,Moderate,393000
Agbowo,Self Contained,1,1,37,721,1996,Semi-Furnished,Borehole,Poor,376000
Ajibode,Mini Flat,1,2,51,397,2023,Unfurnished,Well,Moderate,453000
Ajibode,Self Contained,1,1,35,458,2021,Semi-Furnished,Borehole,Moderate,337000
Ajibode,Room,1,1,19,667,1998,Unfurnished,Well,Stable,192000
Ologuneru,Duplex,4,4,218,670,2008,Semi-Furnished,Well,Moderate,1797000
Bodija,Room,1,1,27,427,2004,Unfurnished,Well,Poor,245000
Ologuneru,Mini Flat,1,2,45,660,2020,Semi-Furnished,Borehole,Moderate,509000
Agbowo,Mini Flat,1,2,54,380,2005,Fully Furnished,Well,Moderate,696000
Agbowo,Self Contained,1,1,38,636,1996,Unfurnished,Well,Stable,297000
Bodija,Mini Flat,1,2,61,545,2018,Unfurnished,Public,Stable,773000
Agbowo,Mini Flat,1,2,61,300,1991,Fully Furnished,Well,Moderate,753000
Ajibode,Self Contained,1,1,25,471,2023,Unfurnished,Borehole,Stable,358000
Akobo,Self Contained,1,1,32,942,2020,Semi-Furnished,Well,Moderate,341000
Ajibode,Room,1,1,26,586,2001,Unfurnished,Well,Poor,224000
Akobo,2 Bedroom Flat,2,2,71,964,1990,Semi-Furnished,Well,Poor,1090000
Akobo,Duplex,4,4,225,290,2018,Unfurnished,Borehole,Poor,3154000
Ajibode,Room,1,1,26,685,1990,Semi-Furnished,Well,Stable,211000
Ajibode,Self Contained,1,1,37,200,1990,Semi-Furnished,Well,Stable,324000
Challenge,Mini Flat,1,2,45,549,2004,Semi-Furnished,Well,Moderate,513000
Bodija,Mini Flat,1,2,52,663,1992,Semi-Furnished,Borehole,Moderate,975000
Ajibode,2 Bedroom Flat,2,2,84,700,2003,Unfurnished,Borehole,Poor,841000
Ologuneru,Mini Flat,1,2,64,406,1999,Unfurnished,Public,Stable,421000
Ajibode,Mini Flat,1,2,54,737,1992,Semi-Furnished,Public,Stable,487000
Oluyole,Mini Flat,1,2,57,453,2009,Unfurnished,Well,Moderate,763000
Ologuneru,Room,1,1,20,520,2016,Unfurnished,Well,Poor,148000
Agbowo,Self Contained,1,1,28,472,2000,Unfurnished,Public,Moderate,343000
Ajibode,Mini Flat,1,2,57,345,1992,Semi-Furnished,Borehole,Moderate,611000
Ajibode,Room,1,1,19,832,2013,Unfurnished,Borehole,Poor,163000
Agbowo,Room,1,1,20,558,1999,Semi-Furnished,Borehole,Stable,220000
Ajibode,Self Contained,1,1,36,745,2015,Unfurnished,Borehole,Moderate,316000
Oluyole,Self Contained,1,1,30,738,2021,Unfurnished,Well,Poor,354000
Ajibode,Room,1,1,25,375,1997,Unfurnished,Borehole,Moderate,159000
Bodija,Mini Flat,1,2,57,768,2002,Fully Furnished,Borehole,Poor,973000
Ologuneru,Mini Flat,1,2,53,640,1992,Unfurnished,Public,Moderate,425000
Mokola,Room,1,1,28,362,2004,Unfurnished,Well,Poor,181000
Akobo,Room,1,1,20,630,2010,Unfurnished,Borehole,Poor,251000
Agbowo,Room,1,1,29,365,2018,Semi-Furnished,Well,Moderate,239000
Akobo,Self Contained,1,1,26,839,2016,Fully Furnished,Well,Moderate,557000
Bodija,3 Bedroom Flat,3,3,113,696,2019,Unfurnished,Well,Moderate,1411000
Agbowo,Self Contained,1,1,36,537,2003,Unfurnished,Well,Stable,343000
Ajibode,3 Bedroom Flat,3,3,121,777,2004,Semi-Furnished,Borehole,Stable,1258000
Ring Road,Room,1,1,29,265,2003,Unfurnished,Well,Stable,209000
Bodija,Room,1,1,26,415,2014,Unfurnished,Well,Moderate,248000
Ajibode,Self Contained,1,1,38,504,2016,Unfurnished,Well,Moderate,297000
Agbowo,Room,1,1,19,952,1991,Semi-Furnished,Borehole,Stable,247000
Agbowo,Room,1,1,24,357,2006,Fully Furnished,Borehole,Poor,330000
Mokola,Mini Flat,1,2,50,242,2004,Unfurnished,Well,Stable,441000
Oluyole,Self Contained,1,1,30,290,2016,Unfurnished,Borehole,Poor,404000
Challenge,Mini Flat,1,2,59,713,1999,Fully Furnished,Borehole,Stable,514000
Ajibode,Room,1,1,20,443,1998,Unfurnished,Borehole,Poor,229000
Agbowo,Room,1,1,29,521,1992,Fully Furnished,Well,Stable,298000
Bodija,2 Bedroom Flat,2,2,84,687,2013,Fully Furnished,Borehole,Stable,1459000
Ajibode,Self Contained,1,1,34,521,1990,Unfurnished,Borehole,Stable,302000
Agbowo,Room,1,1,21,586,1995,Unfurnished,Borehole,Stable,200000
Challenge,Self Contained,1,1,27,646,1994,Semi-Furnished,Borehole,Poor,341000
Ajibode,Room,1,1,26,472,1993,Unfurnished,Well,Moderate,192000
Bodija,Room,1,1,25,520,1992,Unfurnished,Borehole,Stable,274000
Ajibode,Self Contained,1,1,35,593,2019,Semi-Furnished,Public,Stable,407000
Ajibode,Room,1,1,24,706,2012,Unfurnished,Borehole,Moderate,181000
Agbowo,Room,1,1,28,407,1996,Unfurnished,Well,Poor,189000
Ologuneru,Room,1,1,23,200,2021,Fully Furnished,Well,Stable,223000
Challenge,Room,1,1,29,672,1999,Semi-Furnished,Borehole,Moderate,206000
Apata,Self Contained,1,1,26,716,2022,Semi-Furnished,Borehole,Moderate,287000
Bodija,Room,1,1,18,586,2015,Semi-Furnished,Public,Stable,286000
Ajibode,Room,1,1,19,598,2020,Unfurnished,Well,Poor,189000
Bodija,Self Contained,1,1,31,448,2019,Semi-Furnished,Well,Poor,614000
Bodija,Room,1,1,18,640,2012,Unfurnished,Borehole,Moderate,306000
Mokola,Room,1,1,26,703,2018,Unfurnished,Well,Stable,147000
Ajibode,Room,1,1,23,560,1997,Unfurnished,Borehole,Poor,166000
Bodija,3 Bedroom Flat,3,3,126,998,2005,Unfurnished,Borehole,Moderate,1422000
Ajibode,Self Contained,1,1,36,268,1998,Semi-Furnished,Public,Moderate,365000
Agbowo,Self Contained,1,1,36,579,1993,Semi-Furnished,Public,Moderate,340000
Oluyole,Mini Flat,1,2,56,338,2008,Semi-Furnished,Well,Stable,628000
Bodija,2 Bedroom Flat,2,2,95,708,2002,Unfurnished,Borehole,Moderate,1044000
Agbowo,Mini Flat,1,2,63,265,2001,Semi-Furnished,Borehole,Stable,551000
Agbowo,2 Bedroom Flat,2,2,95,309,1998,Unfurnished,Borehole,Poor,628000
Bodija,Self Contained,1,1,26,436,2001,Semi-Furnished,Borehole,Moderate,609000
Challenge,Room,1,1,26,597,2013,Fully Furnished,Borehole,Stable,181000
Ring Road,Mini Flat,1,2,47,442,2002,Unfurnished,Well,Poor,411000
Apata,Self Contained,1,1,32,444,2021,Unfurnished,Well,Poor,188000
Challenge,2 Bedroom Flat,2,2,99,517,2003,Unfurnished,Well,Stable,689000
Agbowo,Room,1,1,22,506,1991,Semi-Furnished,Borehole,Stable,227000
Oluyole,Mini Flat,1,2,63,817,2010,Unfurnished,Public,Stable,582000
Agbowo,Room,1,1,19,673,2020,Unfurnished,Well,Moderate,236000
Agbowo,Self Contained,1,1,35,491,2005,Fully Furnished,Borehole,Moderate,442000
Mokola,Self Contained,1,1,36,927,2015,Unfurnished,Borehole,Moderate,268000
Ajibode,Room,1,1,28,638,1992,Semi-Furnished,Borehole,Poor,272000
Ring Road,2 Bedroom Flat,2,2,72,375,1991,Unfurnished,Public,Poor,732000
Bodija,2 Bedroom Flat,2,2,82,596,2011,Unfurnished,Borehole,Stable,790000
Akobo,Room,1,1,27,646,1992,Unfurnished,Borehole,Stable,301000
Akobo,Mini Flat,1,2,53,426,2015,Semi-Furnished,Borehole,Stable,712000
Ring Road,2 Bedroom Flat,2,2,96,360,2016,Unfurnished,Well,Stable,653000
Akobo,Self Contained,1,1,26,565,1997,Semi-Furnished,Borehole,Stable,392000
Akobo,Self Contained,1,1,38,485,2012,Semi-Furnished,Well,Moderate,451000
Ajibode,Mini Flat,1,2,47,816,1995,Semi-Furnished,Borehole,Moderate,513000
Bodija,Self Contained,1,1,27,683,2014,Unfurnished,Borehole,Moderate,483000
Ajibode,Self Contained,1,1,28,434,2005,Unfurnished,Borehole,Moderate,323000
Oluyole,Mini Flat,1,2,60,626,2015,Semi-Furnished,Well,Stable,606000
Bodija,Room,1,1,26,778,2004,Semi-Furnished,Borehole,Stable,363000
Oluyole,Mini Flat,1,2,58,299,2021,Unfurnished,Borehole,Moderate,596000
Ajibode,Self Contained,1,1,35,365,2008,Semi-Furnished,Well,Poor,327000
Ajibode,Self Contained,1,1,36,547,2003,Semi-Furnished,Borehole,Stable,347000
Oluyole,Room,1,1,21,556,2015,Semi-Furnished,Well,Moderate,255000
Ajibode,Mini Flat,1,2,61,540,2002,Unfurnished,Well,Poor,497000
Ajibode,Room,1,1,20,494,1997,Semi-Furnished,Borehole,Moderate,257000
Ajibode,Self Contained,1,1,26,491,2003,Unfurnished,Borehole,Stable,346000
Apata,Self Contained,1,1,35,619,2015,Unfurnished,Borehole,Stable,167000
Oluyole,Room,1,1,24,754,2019,Semi-Furnished,Well,Stable,281000
Agbowo,2 Bedroom Flat,2,2,79,463,2002,Semi-Furnished,Borehole,Stable,674000
Agbowo,Self Contained,1,1,36,988,2000,Semi-Furnished,Well,Poor,358000
Agbowo,Room,1,1,19,902,1991,Unfurnished,Public,Stable,201000
Challenge,2 Bedroom Flat,2,2,79,789,2019,Unfurnished,Borehole,Poor,547000
Oluyole,Mini Flat,1,2,53,662,2013,Unfurnished,Well,Moderate,650000
Ajibode,2 Bedroom Flat,2,2,89,911,2007,Unfurnished,Well,Moderate,796000
Ajibode,Mini Flat,1,2,51,497,2012,Semi-Furnished,Public,Stable,595000
Ajibode,Self Contained,1,1,26,400,1995,Unfurnished,Borehole,Stable,283000
Oluyole,2 Bedroom Flat,2,2,81,455,2000,Unfurnished,Public,Stable,785000
Challenge,Self Contained,1,1,28,369,1996,Semi-Furnished,Borehole,Moderate,381000
Agbowo,Self Contained,1,1,38,571,2022,Unfurnished,Borehole,Poor,324000
Ajibode,Self Contained,1,1,36,603,1999,Fully Furnished,Borehole,Poor,391000
Ajibode,Self Contained,1,1,32,586,2010,Semi-Furnished,Borehole,Stable,309000
Ologuneru,3 Bedroom Flat,3,3,127,547,1998,Unfurnished,Borehole,Poor,976000
Agbowo,Self Contained,1,1,38,573,2019,Semi-Furnished,Borehole,Stable,351000
Challenge,Self Contained,1,1,27,862,2014,Semi-Furnished,Borehole,Moderate,345000
Akobo,Self Contained,1,1,37,661,2014,Unfurnished,Borehole,Stable,470000
Agbowo,Self Contained,1,1,33,716,2013,Semi-Furnished,Borehole,Stable,405000
Ajibode,Room,1,1,25,584,2001,Semi-Furnished,Borehole,Poor,225000
Ajibode,3 Bedroom Flat,3,3,115,259,1996,Fully Furnished,Well,Stable,1404000
Akobo,Mini Flat,1,2,56,223,2023,Semi-Furnished,Borehole,Moderate,792000
Challenge,Self Contained,1,1,36,924,1992,Fully Furnished,Borehole,Moderate,399000
Akobo,Self Contained,1,1,35,454,1995,Unfurnished,Well,Poor,404000
Bodija,2 Bedroom Flat,2,2,88,438,2016,Semi-Furnished,Well,Moderate,944000
Ajibode,Self Contained,1,1,27,594,2008,Unfurnished,Borehole,Moderate,339000
Ologuneru,Room,1,1,21,649,1997,Semi-Furnished,Borehole,Stable,151000
Challenge,Self Contained,1,1,36,671,2007,Fully Furnished,Borehole,Moderate,313000
Agbowo,Self Contained,1,1,26,869,1996,Unfurnished,Well,Moderate,370000
Ologuneru,2 Bedroom Flat,2,2,95,820,1990,Unfurnished,Well,Stable,579000
Akobo,2 Bedroom Flat,2,2,84,404,1994,Unfurnished,Well,Stable,935000
Akobo,2 Bedroom Flat,2,2,95,724,2003,Semi-Furnished,Public,Moderate,1164000
Challenge,Mini Flat,1,2,45,480,1990,Unfurnished,Well,Moderate,387000
Mokola,Self Contained,1,1,27,525,2001,Unfurnished,Borehole,Poor,285000
Akobo,Room,1,1,20,353,2008,Fully Furnished,Well,Poor,394000
Ajibode,3 Bedroom Flat,3,3,147,245,1991,Unfurnished,Borehole,Stable,1256000
Agbowo,2 Bedroom Flat,2,2,86,544,2003,Fully Furnished,Borehole,Moderate,1113000
Apata,Self Contained,1,1,33,377,1992,Unfurnished,Borehole,Moderate,292000
Agbowo,Mini Flat,1,2,53,717,2002,Unfurnished,Borehole,Moderate,518000
Agbowo,2 Bedroom Flat,2,2,87,499,1992,Semi-Furnished,Borehole,Stable,881000
Agbowo,Room,1,1,21,605,2003,Fully Furnished,Well,Moderate,285000
Agbowo,Self Contained,1,1,31,796,2023,Unfurnished,Borehole,Moderate,328000
Akobo,3 Bedroom Flat,3,3,139,282,1998,Unfurnished,Borehole,Moderate,1275000
Apata,Room,1,1,29,419,1999,Unfurnished,Borehole,Moderate,139000
Agbowo,Room,1,1,27,582,1997,Fully Furnished,Well,Stable,292000
Ajibode,3 Bedroom Flat,3,3,130,606,2018,Unfurnished,Well,Stable,865000
Ajibode,2 Bedroom Flat,2,2,95,748,2022,Unfurnished,Borehole,Stable,844000
Ring Road,Room,1,1,28,706,2012,Unfurnished,Borehole,Moderate,190000
Akobo,Self Contained,1,1,34,567,1997,Unfurnished,Well,Moderate,442000
Agbowo,Mini Flat,1,2,62,604,2012,Unfurnished,Borehole,Moderate,555000
Mokola,Mini Flat,1,2,56,609,2009,Semi-Furnished,Borehole,Stable,479000
Mokola,Mini Flat,1,2,46,285,2001,Semi-Furnished,Borehole,Moderate,674000
Mokola,Self Contained,1,1,30,521,1998,Semi-Furnished,Borehole,Moderate,281000
Ring Road,Mini Flat,1,2,56,594,2022,Unfurnished,Borehole,Stable,473000
Agbowo,Mini Flat,1,2,48,632,1995,Unfurnished,Borehole,Stable,513000
Challenge,Room,1,1,26,383,2021,Semi-Furnished,Well,Moderate,174000
Bodija,Room,1,1,21,321,1990,Unfurnished,Borehole,Poor,254000
Mokola,Room,1,1,29,507,2013,Fully Furnished,Borehole,Poor,236000
Oluyole,3 Bedroom Flat,3,3,128,904,2018,Unfurnished,Borehole,Stable,1092000
Challenge,Self Contained,1,1,25,402,1997,Semi-Furnished,Borehole,Moderate,439000
Akobo,Mini Flat,1,2,62,761,2002,Fully Furnished,Borehole,Moderate,915000
Ajibode,3 Bedroom Flat,3,3,134,835,2014,Semi-Furnished,Well,Moderate,1168000
Bodija,Room,1,1,21,558,2018,Unfurnished,Borehole,Stable,315000
Ologuneru,Room,1,1,28,427,2013,Unfurnished,Well,Moderate,170000
Apata,Room,1,1,20,642,2016,Semi-Furnished,Well,Poor,164000
Ajibode,2 Bedroom Flat,2,2,99,585,2015,Fully Furnished,Well,Moderate,755000
Ajibode,Mini Flat,1,2,63,395,2009,Unfurnished,Borehole,Moderate,540000
Ajibode,Room,1,1,21,431,1993,Unfurnished,Well,Moderate,152000
Oluyole,Room,1,1,28,631,2011,Fully Furnished,Public,Poor,315000
Mokola,Room,1,1,28,718,1996,Semi-Furnished,Borehole,Moderate,237000
Ajibode,2 Bedroom Flat,2,2,77,491,2007,Fully Furnished,Borehole,Moderate,896000
Bodija,Self Contained,1,1,39,537,1999,Unfurnished,Borehole,Moderate,404000
Mokola,2 Bedroom Flat,2,2,95,670,2020,Unfurnished,Well,Moderate,624000
Oluyole,2 Bedroom Flat,2,2,95,518,2015,Semi-Furnished,Well,Stable,879000
Bodija,3 Bedroom Flat,3,3,115,496,2015,Semi-Furnished,Borehole,Stable,1432000
